MF_Number,NS_070,NS_110,NS_143,NS_152,NS_187,NS_196,NS_215,NS_216,NS_217,NS_220,NS_224,NS_225,NS_227,NS_228,NS_231,NS_233,NS_234,NS_238,NS_242,NS_243,NS_244,NS_245,NS_246,NS_261,NS_262,NS_263,NS_264,Ecig_39,Ecig_40,Ecig_41,Ecig_44,Ecig_45,Ecig_47,Ecig_48,Ecig_214,Ecig_221,Ecig_222,Ecig_223,Ecig_229,Ecig_230,Ecig_232,Ecig_236,Ecig_237,Ecig_239,Ecig_240,Ecig_241,Ecig_247,Ecig_248,Ecig_249,Ecig_250,Ecig_251,Ecig_252,Ecig_253,Ecig_254,Ecig_255,Ecig_256,Ecig_257,Ecig_258,Ecig_259,NA_PB1,NA_PB2,NA_PB3,NA_PB4,NA_PB5,NA_PB6,NA_PC1,NA_PC2,NA_PC3,NA_PC4,NA_PC5,NA_PC6,NA_PC7,NA_SB1,NA_SB2,NA_SB3,NA_SB4,NA_SB5,NA_SB6,NA_SB7,NA_SC1,NA_SC2,NA_SC3,NA_SC4,NA_SC5,NA_SC6,NA_SC7
MF_4705,377778.0253,2763828.243,NA,8145346.489,2783001.138,NA,6947921.862,219393.8936,2085738.742,193820.7523,4566793.216,NA,1130398.044,NA,2192856.269,544135.3334,NA,4248908.461,1990090.658,1731730.918,1662135.623,4576292.077,2024069.339,992225.8511,NA,5511557.354,1621185.78,NA,3015941.19,NA,NA,NA,NA,4001625.959,4800777.83,NA,2991583.764,227454.6568,217491.2376,2877002.188,1830194.281,NA,1093120.503,NA,NA,550883.9218,NA,NA,619762.4324,NA,470948.1724,NA,NA,NA,1699455.444,101454.1429,NA,NA,2512873.678,NA,NA,NA,NA,NA,NA,6768588.903,4808835.293,4750084.478,3849658.067,NA,3309363.906,2762035.915,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MF_4708,NA,1483633.46,NA,2374986.636,NA,4807192.792,2730228.037,NA,4322899.788,NA,5491159.648,8142286.258,751889.4622,NA,2524215.711,3954235.218,2931407.494,3513565.878,3942413.501,4525705.966,3430974.211,3994069.358,1062611.084,4611927.967,2184285.742,NA,NA,1868380.027,2741646.068,NA,3225288.229,1192910.789,NA,NA,NA,4535008.894,NA,4577463.286,2264743.48,4716055.561,2617728.65,4107179.173,NA,NA,NA,1524580.088,2675213.5,2193566.99,2941120.084,4312145.612,NA,3157580.427,NA,4350926.379,2785782.096,5673205.345,7080809.405,7357478.406,2333854.324,NA,NA,NA,NA,NA,NA,3201849.672,3213099.224,2929876.718,3069997.456,2909508.304,2944232.492,2985026.51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MF_4712,NA,NA,NA,531722.7442,NA,1766164.71,969829.0591,NA,778350.1131,NA,NA,1213029.061,NA,NA,520318.4223,NA,3356445.733,NA,505133.2668,3652298.808,1066414.982,3666512.899,NA,NA,1199000.007,NA,NA,NA,722854.6947,NA,8124805.428,NA,NA,NA,NA,5639853.533,2048447.358,3782713.061,NA,NA,1074548.642,3781919.453,NA,2223735.107,NA,NA,1195416.236,NA,NA,1796438.7,NA,823041.6653,1353836.413,1870832.294,3567739.362,814735.4024,2253468.23,1668453.66,1483827.431,NA,NA,NA,NA,NA,NA,947518.2012,938081.2989,962254.6567,959066.5431,991422.5674,1002096.726,1023860.22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MF_4717,NA,252125.8711,NA,NA,NA,2152636.519,NA,NA,NA,NA,NA,4001567.622,NA,196137.7221,133207.3734,NA,277156.3651,1318800.095,NA,1421014.357,1150372.204,1454475.382,137995.7103,NA,679771.187,431100.5965,NA,NA,NA,NA,1748286.734,NA,207920.314,100844.5719,NA,2071287.739,1363418.625,8101974.927,343713.0368,NA,1868215.336,5139246.076,NA,121540.4146,349763.4318,NA,1174862.047,656603.0569,NA,NA,391107.7566,969810.9207,3064924.173,819178.1554,360675.9562,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,615321.7255,551804.709,NA,634294.821,NA,596288.4295,698382.0493,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MF_4719,NA,397470.4003,NA,NA,100571.6031,1510664.592,340330.0832,NA,415423.9377,NA,1658133.572,NA,172738.4024,161950.2313,420799.6405,497708.7501,842298.5158,2059664.22,615395.6534,1698753.049,NA,1142272.565,186018.8501,7041684.585,273656.8582,682762.1968,NA,201429.0249,94569.07253,154065.8292,NA,391088.4649,396417.8664,380541.6255,146996.5561,795880.9724,NA,8094511.558,173162.7792,602289.0954,NA,NA,134657.2712,1100854.35,183471.3659,203663.6173,129844.2532,NA,890121.341,3116248.982,780631.6768,NA,1547889.63,127804.4456,NA,661232.4442,1098206.849,4375782.469,155617.6649,NA,434576.4878,NA,132708.0039,112968.7898,120699.1777,652191.9853,599840.1173,549640.0495,562180.5301,622701.591,535426.1789,655678.5949,NA,112085.4086,93675.76606,106620.0617,NA,93344.79494,315256.3974,154720.5646,289660.7701,NA,76773.23782,75374.60089,75706.60349,82966.29513
MF_4723,NA,NA,NA,668628.1169,523351.6907,1347459.84,NA,NA,1342836.431,NA,5067513.468,2158626.309,1617494.488,391663.5781,1299223.636,4500152.687,NA,NA,1773372.093,3881294.812,507042.5157,1476455.419,177558.4765,4039806.126,350003.4238,1350966.99,NA,NA,534902.2528,NA,NA,NA,NA,NA,443981.2238,608523.9652,1356399.791,2829314.71,548633.2143,1031181.647,358034.2355,193664.3684,NA,2466618.417,642321.9333,1094080.577,NA,607090.827,1090697.347,1868588.55,636954.9742,401638.945,623781.4217,690346.2145,NA,5005721.723,NA,8085624.824,332717.6084,NA,NA,NA,NA,NA,NA,1090506.249,1123593.46,1106374.71,1046860.401,1092805.186,1060069.935,1030019.525,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MF_4724,925463.5452,NA,850641.1971,279462.9846,NA,2157183.007,246732.1232,1241016.715,1232156.31,159442.8643,543958.7885,2069430.019,NA,1939333.031,1676885.979,1526827.776,1278325.847,4193228.322,1272281.24,1078435.076,1076052.751,1651061.147,488098.742,3059987.956,1542981.032,364319.4966,349771.8998,623874.9866,1973173.241,3550489.059,8078850.31,4324574.89,6986744.555,NA,406380.3288,1551578.68,2111027.215,4674698.366,1235171.621,1523707.366,2165706.18,3102651.651,NA,2162114.987,1381152.908,1502498.6,4203760.949,544382.4274,2696978.202,1861392.934,1946134.718,1264747.777,2705331.714,NA,1500616.234,2020330.27,1081291,3028672.072,3894478.691,NA,1320499.421,NA,664178.8548,789814.1686,664972.2943,830936.6138,614444.9832,535704.1857,442645.6623,403699.8363,328952.1982,250134.4554,NA,NA,NA,NA,NA,NA,NA,99046.34241,92487.77798,NA,NA,NA,NA,NA
MF_4742,38129.57542,NA,NA,NA,NA,527941.5551,82954.11341,NA,343044.4698,NA,NA,1309169.334,NA,269066.786,245562.2004,304302.3405,1527571.469,1533805.634,899767.8552,710284.56,2065156.066,736598.639,79065.26164,NA,351430.9869,564194.732,NA,153821.0119,407257.1052,154796.5988,4558110.096,144649.5433,1094829.901,NA,209339.4169,3787526.656,1697239.661,8066459.799,62996.97127,422819.7862,595391.1862,495604.0233,NA,511795.7059,NA,96923.35817,299854.9908,NA,499898.3945,946570.1838,177196.5969,1904895.477,2499456.321,2269090.327,296964.2473,252783.1118,1090360.965,1567508.793,647310.7446,NA,NA,NA,NA,NA,NA,756776.0025,707627.8642,721303.5805,670205.9993,689195.0664,674605.4841,611756.3738,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MF_4726,NA,199686.6004,NA,400254.4331,NA,1051735.022,638804.4642,NA,NA,NA,5256638.585,1035913.092,NA,191923.7331,334620.472,293601.662,NA,5153038.457,679892.3531,2985292.039,NA,NA,NA,1697170.875,NA,179820.4031,NA,1392359.87,258463.3421,NA,2531739.29,NA,NA,102237.3396,135956.9431,NA,1634413.981,NA,NA,NA,NA,1171729.672,NA,NA,NA,NA,1186825.984,2688472.541,164469.1974,5757900.163,1829632.437,NA,677283.3102,1812584.924,NA,760232.7725,347587.9859,8059692.999,NA,NA,NA,NA,NA,NA,NA,614755.9353,NA,NA,607196.606,810875.4689,683796.3505,566368.8903,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MF_4727,2695821.207,1023895.015,646550.0209,2978148.155,1180103.377,NA,2705007.885,1084991.174,2477992.023,5326977.664,2838024.092,NA,993951.9639,2014583.716,1894815.634,2279717.886,508856.0308,944200.524,3660314.249,2405589.04,3255663.866,4646500.556,6908979.683,2063245.508,3912523.722,2948338.169,8057287.014,2970872.731,359341.4794,NA,240358.7312,1095393.244,2757777.306,1117717.752,2594225.044,1312943.394,NA,336996.4132,1096469.102,1349800.087,2037322.791,NA,1074079.054,NA,5213329.882,2698652.998,3108383.468,4368736.911,5577821.416,1852880.055,4342670.002,3098693.33,3062291.793,4261300.383,2747568.128,5689962.768,4801282.811,NA,4691992.425,3587012.924,5535066.559,5277810.186,3996571.497,4031563.666,NA,3615276.553,4064142.029,4831896.586,5060605.894,5178167.879,5278902.253,5447887.054,218393.3641,173565.4147,193761.902,269329.509,NA,NA,NA,588124.4189,688183.376,847164.6382,803217.0462,925603.7149,902129.6623,900814.3812
MF_4729,3332536.519,8055722.118,2679384.461,2107249.619,2584096.525,2653891.528,3034484.625,2619641.597,2831131.653,2961295.784,2257666.581,2676130.758,2193812.344,2425858.583,3117230.162,3786778.92,2787713.199,2380796.666,2553073.546,2978226.358,2495077.228,2336405.286,2945062.925,2850163.478,NA,2495749.109,2625853.474,1976078.465,3267202.317,NA,3039012.476,2375276.896,2709717.133,2548666.756,2587581.591,3093390.449,4425723.584,2692128.068,3086253.043,2709384.434,3143784.151,3481640.305,2479978.76,2318430.08,2339897.779,2160051.636,NA,2294814.475,2592461.387,2663033.666,3232957.888,2390386.614,2342598.909,3119006.873,2680543.673,2759441.341,2207387.762,2156415.505,2943629.597,2091610.019,2059052.782,2528065.978,2502432.104,2492591.331,2895137.429,2234036.676,2362055.678,2224616.227,2686674.998,2533472.518,2891713.463,2909503.818,1956737.259,2093287.068,2051606.259,2333010.15,2505942.988,2431876.747,3039222.075,1933457.374,1885169.979,2179936.169,2187846.416,2321909.16,2760943.61,3143178.797
MF_4732,NA,NA,NA,NA,NA,1052992.475,99860.29956,170280.1129,491356.8357,NA,NA,649792.9554,NA,NA,222580.6229,318674.9265,1660887.542,1284752.869,NA,NA,NA,NA,227841.2072,410700.2728,NA,NA,NA,411021.0325,2591833.675,1247167.213,1981279.64,348854.313,1429451.582,341379.6015,NA,994735.6841,3109642.575,2554701.93,NA,159424.9819,419408.8599,8051640.021,2144113.213,523263.6121,NA,NA,442228.5245,178503.6356,455188.3882,174359.6367,545666.8509,837165.0273,688886.5768,NA,NA,478659.4129,NA,NA,1079009.763,NA,NA,NA,NA,NA,NA,645789.5849,650390.146,520447.5908,509017.0782,479361.6125,439556.7903,324890.2472,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MF_4743,NA,1279121.821,843237.9252,NA,770684.4188,3907663.372,NA,NA,549792.332,NA,NA,8024485.572,NA,829554.0837,323996.9019,NA,259280.8145,NA,NA,NA,NA,NA,89382.85086,NA,NA,NA,NA,NA,3824480.864,121351.2527,NA,4728455.351,200172.7407,290360.3017,1023007.83,5723047.183,NA,NA,988595.5237,221886.0104,NA,5821552.182,NA,NA,NA,NA,1059672.528,154074.7547,NA,NA,NA,267221.1829,NA,NA,189780.4656,NA,NA,874334.7728,138645.5395,NA,NA,NA,NA,NA,NA,710762.8896,914363.135,1086862.341,699471.9391,684182.3929,1005572.658,1139404.58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MF_4757,432977.1411,504351.3998,437878.9639,4817343.198,389484.4842,1639952.578,512203.2456,NA,593410.1866,367874.8016,906692.3709,7991387.252,543001.7223,667790.7289,984811.0859,1193677.329,576380.7767,1071463.981,1094682.664,1092605.617,929585.0853,765073.7613,648469.3359,5118912.591,858890.1387,1142217.536,579270.8622,455733.0754,287732.1804,600967.0393,2659981.598,1349990.788,1082318.185,806224.518,626898.6589,523182.5805,465339.2021,3828787.339,461404.6266,481803.5319,5484380.624,771589.3049,425038.6571,727691.2829,521423.2787,717098.3869,399207.1062,369561.9846,956558.052,458360.3146,NA,492302.3236,NA,360007.9653,504399.7128,779913.1742,631465.4712,1521571.053,405964.6062,574789.5708,451964.8671,498732.8328,428255.9782,384291.1227,345512.8877,1191574.314,1362811.839,1238098.259,1052202.346,1036198.298,1074356.585,919180.7095,365039.3343,303420.8447,290388.5263,284129.3515,261940.9584,290327.6526,326523.174,340796.5008,279714.272,273392.4323,319947.2443,265365.1508,249883.7122,351304.1944
MF_4758,582845.2857,1314463.409,320227.5574,1007439.874,NA,1117693.264,882804.7487,1586991.614,547393.7633,1148149.031,NA,1971991.493,238624.3354,NA,1514164.168,252037.195,289909.5301,567922.35,446676.7492,NA,2263157.742,739157.2468,721228.5671,NA,480428.739,344948.9508,150585.718,672282.1776,872421.6424,333950.9369,2053774.591,NA,564348.8344,854744.8707,321914.1347,1018007.614,2044760.486,1389557.534,279041.7813,1283817.908,217293.1169,2160314.758,222601.7188,1031868.984,NA,978590.4352,355861.1969,NA,7988606.876,NA,NA,1419430.118,7145080.295,2715944.205,3134762.226,315736.6962,1579969.161,1409850.997,645190.0434,NA,NA,NA,NA,173132.1745,NA,956844.3133,915431.2003,863678.0948,808985.1683,833341.7467,750871.9016,744230.9718,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MF_4759,NA,NA,NA,364010.0264,145761.9726,NA,NA,NA,NA,72916.5596,477694.0416,1022930.138,NA,NA,NA,1559521.279,NA,830479.4946,2253385.868,5784646.537,434706.8199,277659.5996,157839.2024,319010.6573,935451.5046,NA,NA,316032.2874,NA,NA,NA,NA,NA,NA,NA,NA,NA,191338.0442,270027.2577,967973.1855,519195.4473,NA,NA,6498635.245,324009.2333,NA,NA,NA,442451.6886,553635.6521,186242.7828,323871.5685,NA,7896652.169,2151353.791,NA,7986635.337,NA,NA,NA,NA,NA,NA,NA,NA,736791.9596,809589.5362,828944.4169,877504.5888,732562.4177,NA,748451.4912,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MF_4761,138640.3439,130972.794,NA,NA,NA,NA,90595.13765,89161.41539,144645.7058,NA,89853.01354,210963.7015,NA,NA,108576.7334,68162.75646,NA,97293.79704,NA,NA,NA,162367.1834,403955.5874,222178.0116,NA,176972.9101,NA,NA,NA,NA,NA,131300.0976,169450.4147,NA,NA,NA,208986.2708,97035.88862,NA,121035.3881,NA,7985604.708,NA,64615.12555,NA,73081.28424,28897.94465,NA,42869.48019,NA,NA,62400.11745,111298.3381,916256.1629,NA,79380.11212,143852.9497,NA,57274.30829,NA,NA,29346.02223,98277.62816,NA,NA,NA,261032.052,246352.2576,179559.2712,261910.1995,179635.3522,229808.334,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MF_4763,NA,1217055.478,NA,1002523.556,NA,2192763.514,NA,NA,555840.9202,NA,1607344.799,4278641.375,338765.3858,NA,419745.6961,1255550.288,NA,994964.9476,1345864.246,2044027.2,866704.0227,585653.3842,236351.7808,876310.7684,NA,1257506.141,NA,572720.7163,443482.0164,NA,NA,NA,NA,NA,NA,NA,652231.534,795149.1038,383782.8155,672709.1358,NA,600761.5508,NA,1056311.562,496571.2215,296076.0326,NA,463906.1908,2410803.479,1989492.466,445737.5417,501345.4044,2051822.792,823416.5474,687549.2591,3901623.95,7980607.927,2034506.585,454999.5402,NA,NA,NA,NA,NA,NA,727040.0769,909002.3749,740130.4201,911062.166,709055.3643,651039.3038,631877.1275,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MF_5732,69629.34195,1480561.773,NA,1206990.453,NA,NA,1125871.976,NA,1880675.344,1878296.585,308580.2317,NA,NA,363003.366,NA,539046.2472,1510556.104,458214.3849,515855.6052,344078.9565,1737405.786,1514676.943,484758.2844,1834915.927,5775189.73,3978020.81,NA,947694.494,322396.4471,NA,3586097.697,NA,803899.7001,181244.8698,116318.2908,1110794.456,NA,299054.0735,777153.7055,2815596.448,814218.0128,714973.6507,422301.5389,983492.4577,114378.5553,912729.3655,741030.6966,284217.6247,NA,1188754.189,191996.55,2572885.964,581732.2908,743395.2953,7980358.534,NA,NA,919180.7734,4038108.725,NA,NA,NA,NA,NA,NA,1209964.29,1014571.754,1242743.31,1454529.933,1357360.673,1448032.357,943976.3323,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MF_4766,1068708.83,5049014.923,NA,4013502.287,1405301.269,1994542.14,414070.6052,905856.1361,1220998.859,951415.1469,NA,5558400.846,1587379.624,1602184.72,NA,1443829.256,212364.6278,1260591.417,916152.9146,2799457.215,3880304.735,3484200.88,2260628.682,4938336.657,NA,3483676.717,5023662.102,1784419.553,370991.0644,1039036.748,47499.76762,554862.9852,3284204.022,NA,1290031.559,460094.25,1729945.255,NA,3882685.154,2488819.804,2313499.69,631417.1355,1203864.227,NA,3277035.268,1296888.095,897426.8096,3505262.552,2947615.144,3816051.647,NA,1236667.328,2898915.722,1583686.717,2425222.276,3714728.79,6477695.116,7968317.912,1746961.418,142617.3362,245163.9036,NA,90102.09374,251631.6909,279667.7023,2249307.25,1731082.769,1893408.22,1988033.247,2168722.535,2171008.553,2024529.956,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MF_4775,228068.1562,2811728.804,NA,NA,450190.8839,979074.5998,NA,315884.44,528223.6884,NA,NA,1800334.627,371095.5646,NA,NA,924049.4578,6551824.078,1970268.957,690342.9747,656295.6969,4317299.907,208323.7722,NA,591271.7884,134463.2232,NA,109748.4411,304710.3306,NA,NA,NA,431439.8659,1937638.96,812930.6201,NA,1620795.318,3378900.008,7949297.548,172664.3993,521390.7239,NA,NA,5251015.909,1069193.326,NA,106393.6341,1159667.422,NA,2037156.092,1146615.427,NA,1130669.131,1030792.946,NA,NA,705131.3267,NA,939716.3548,686746.2352,NA,NA,NA,NA,NA,NA,1583553.12,1683638.024,1699095.106,1573978.15,1649909.147,1599731.765,1301679.434,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MF_4776,NA,686069.2965,522436.0488,NA,NA,NA,NA,NA,34948.24904,NA,NA,NA,114228.8271,113521.1195,326017.6499,618752.0212,NA,NA,73957.15434,NA,112186.3514,146311.6402,NA,NA,2744267.6,63479.74374,NA,147488.8027,230084.7141,392280.7243,NA,351128.0662,869397.1466,768074.0494,NA,169900.5854,110532.4529,NA,88399.62696,NA,199156.2406,NA,60168.73277,131850.7284,NA,NA,NA,NA,NA,NA,NA,NA,NA,175688.7452,58853.99562,NA,123506.0523,470930.8808,NA,NA,7949259.515,167866.302,NA,7378820.044,193555.3356,NA,NA,126663.2528,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MF_4783,NA,NA,NA,NA,NA,2488331.225,NA,NA,1116549.239,NA,2474461.478,2081279.664,NA,NA,483828.1044,290057.535,830131.6834,NA,NA,778803.623,697793.2834,NA,NA,807792.6563,324024.405,NA,NA,NA,709709.6444,NA,248012.9886,NA,NA,NA,NA,1342954.889,7936271.867,1133177.045,NA,NA,NA,2297764.317,NA,2003826.534,NA,NA,364764.8505,NA,747479.3946,1317160.079,NA,606762.4856,5041437.557,1952478.199,NA,2903550.089,1517335.3,6169613.041,NA,NA,NA,NA,NA,NA,NA,678086.0098,568850.6667,678759.2125,723669.6753,606965.8738,625472.0745,635489.5171,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MF_4787,NA,NA,NA,462612.7609,343231.187,539446.1682,NA,567955.0349,NA,NA,1019288.718,970264.8032,950510.4401,261529.2575,NA,NA,NA,1905917.956,1301027.61,2742495.981,1234599.716,794335.9448,NA,6071622.58,NA,621684.4218,NA,1115241.155,259018.638,NA,NA,NA,NA,NA,349224.3559,NA,1141747.843,2396574.681,249060.9178,NA,NA,NA,NA,6657090.308,302718.8673,430197.0848,NA,312886.069,232603.4401,1509816.508,NA,987505.8619,1663352.097,1316084.409,630359.935,NA,1831376.59,7931668.762,NA,NA,NA,NA,NA,NA,NA,NA,768639.6997,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MF_4790,1455835.133,2305432.358,3271421.299,2510393.614,974104.493,909596.4329,1454525.343,2070541.128,1215285.683,4917922.208,1967673.635,450056.877,2648453.547,1754441.355,983041.1525,876038.2603,829641.9121,NA,1439265.737,1310519.549,1357585.613,1537046.391,3179378.431,829238.55,2139987.386,3077384.601,3619328.08,2510527.691,872327.353,1006225.962,1518402.308,1018285.226,1244008.534,932713.7656,2668439.488,1171201.384,1004892.289,1571147.782,3908038.255,1098585.853,905802.0997,535520.6357,992097.9029,NA,1465229.416,2570159.532,792535.0206,5498462.891,1629773.229,1117083.362,1541305.956,508671.0547,872709.7879,796350.0344,2958849.91,1514131.564,2061125.091,1211118.284,1059022.55,4255482.943,4556378.079,3993531.175,7605998.753,7925820.784,7236426.811,2026847.374,2742424.774,3488502.206,4072667.641,3890831.811,5711561.96,6266666.047,563110.0834,644742.6236,726130.7047,596693.4547,580185.5081,556159.4129,324941.9287,952667.9465,1499046.178,2246405.069,1678023.491,2580496.209,2632972.054,3119076.939
MF_4791,NA,4126418.658,2974294.035,NA,NA,5221560.159,3048209.771,NA,4877693.576,NA,NA,3981013.078,NA,NA,2597579.86,NA,1896649.204,2949387.438,NA,3213774.842,NA,6288941.636,NA,6879507.765,NA,3875655.291,NA,NA,NA,NA,1773441.971,2791438.142,NA,NA,NA,3076799.864,3881593.67,1504405.798,4604757.468,NA,NA,2269431.736,NA,4410930.458,NA,NA,4926282.157,NA,NA,4505113.515,3912271.799,3686483.54,6261487.866,4575833.895,4872244.152,3152967.13,3487017.565,7925586.354,3733475.049,NA,NA,2935740.344,NA,NA,2059870.858,4377028.971,3335941.213,NA,4012816.596,NA,NA,1584111.089,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MF_5710,NA,1609231.371,NA,3130843.82,830478.1981,NA,NA,358087.8196,1734828.259,NA,NA,NA,1185447.116,939200.4385,NA,NA,3266244.583,3310721.192,NA,NA,NA,5290667.675,NA,5869462.504,1142538.68,4240102.078,1163940.332,1647071,NA,458758.9114,5291891.475,1238212.055,717661.8846,833172.2076,1069585.094,NA,NA,7909692.671,NA,4278396.642,1064446.91,3348416.537,681450.9908,NA,2719978.38,1877642.882,3507375.616,1719854.247,NA,3632115.539,NA,NA,6235957.977,NA,NA,NA,NA,5109661.927,NA,NA,NA,NA,NA,NA,NA,2941032.499,3353855.844,2893070.922,2886265.206,2087660.414,1171400.237,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MF_4800,261834.1571,994410.9411,NA,597165.0961,126303.6381,1116666.46,NA,750487.5161,422983.5265,NA,347336.4358,NA,NA,NA,NA,NA,891122.5199,NA,1396387.652,1538082.344,346144.1094,624409.1805,293704.4311,NA,NA,337826.3309,60824.60652,1063103.118,1892115.463,NA,NA,999287.269,NA,527887.511,NA,901522.8463,7908326.79,NA,1000229.965,1656679.015,3089229.918,1651354.031,135945.6506,1857590.548,261247.1321,NA,767215.9758,292258.3361,276044.809,760786.0277,234447.1254,1417906.304,NA,933786.5381,939630.8023,561301.5829,1611380.147,NA,NA,NA,NA,NA,NA,NA,NA,1149554.967,1218202.284,1084243.906,1043567.002,NA,954168.8203,913009.1768,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MF_4803,361913.1094,1411628.998,NA,NA,NA,199619.3368,NA,NA,377076.6947,NA,220731.4017,NA,NA,NA,275185.1469,547861.9124,NA,NA,NA,NA,NA,NA,NA,578434.1787,572284.3019,221713.3197,NA,NA,NA,488459.9664,6336777.994,1143483.924,2717633.271,NA,NA,NA,815568.5556,7898791.942,NA,296678.091,518241.7466,980444.1719,813511.7767,394903.5825,307802.1147,NA,1878481.645,330441.2769,342597.6352,324348.385,472205.7523,815888.8769,426414.4125,257731.1783,262760.2845,230465.7155,387725.3196,540558.2421,1144336.34,NA,NA,NA,NA,NA,NA,536730.2434,467978.9907,394662.1448,278728.438,148508.7705,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MF_4804,963121.7012,2696791.425,191089.2128,450865.5998,213481.831,339724.4717,2207920.424,739726.2888,740232.2267,431137.705,NA,NA,NA,449577.4049,1000067.035,1713353.123,625633.0608,1108433.394,545721.4424,561804.4682,748771.5548,991317.8666,303081.287,1085288.878,773681.0594,375813.6446,816630.4957,149254.889,341546.906,403383.7843,NA,523409.3912,NA,NA,391653.7076,365692.5743,963213.346,7898761.037,424174.7537,556726.8051,1942140.727,819474.7962,255530.3727,1303516.339,1105220.84,585763.7586,2592792.136,916064.8735,469383.7069,1665592.187,495809.7674,492774.0007,534274.6316,NA,2172885.697,276987.1151,NA,3348971.676,2192102.22,215741.4714,196678.5769,183787.6295,NA,NA,168475.8975,709192.2711,772512.7311,687243.676,606899.0625,834446.2791,603162.4683,748363.0725,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MF_4819,1317261.755,7860538.697,NA,210947.0945,NA,670690.3405,373673.2368,405869.5891,NA,NA,2414311.55,2555435.828,NA,NA,3629505.509,NA,286421.3339,NA,NA,NA,1707736.913,294387.846,1279266.015,NA,242444.5848,NA,NA,NA,908481.8323,NA,2026971.801,341899.4055,NA,894403.0374,600301.9867,420325.5604,820748.152,NA,187856.2992,710139.2682,525438.4561,1049889.856,NA,519173.2624,351614.2431,1260729.621,467194.2279,NA,315417.8094,NA,548648.2827,200981.4297,345831.1005,427129.8413,626778.3936,NA,NA,NA,NA,NA,595299.0805,NA,NA,819273.5801,NA,662735.5121,737212.1344,679400.8987,610918.0116,631839.924,703128.9114,681807.4378,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MF_4825,99191.21489,NA,75024.29527,706255.9955,NA,262107.6338,93836.00906,NA,83012.42576,NA,NA,7349282.922,NA,158423.6307,NA,196247.5657,NA,NA,72890.35591,NA,75169.00095,NA,121707.8733,240671.5121,NA,129779.4346,81748.31383,NA,NA,29208.78838,NA,228238.6085,157535.6094,NA,79767.30176,121558.0011,NA,NA,NA,NA,7837038.96,NA,59471.28367,NA,NA,NA,NA,NA,137782.8024,NA,NA,NA,122739.5874,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,96134.37027,83262.90425,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,64234.63456,61087.49891,NA,NA,NA,NA,59059.42744,NA,NA
